district,property_type,built_area_sqft,plot_area_sqft,bedrooms,bathrooms,age_of_property_yrs,sale_price_rs,latitude,longitude,ownership_type,distance_to_city_center_km,nearest_school_distance_km,metro_distance_km,flood_risk_score,road_access_width_ft,district_taluk
Krishnagiri,house,2044,4302.19,3,3,37,7684748.43,11.22224,78.74909,freehold,21.55,1.8,26.62,0.38,50,Krishnagiri_Taluk_4
Krishnagiri,commercial,999,1696.25,2,2,42,2946016.44,9.97551,76.79131,freehold,8.35,2.21,12.4,0.35,43,Krishnagiri_Taluk_9
Krishnagiri,commercial,2823,5727.41,3,4,1,14987360.11,9.79211,78.07439,freehold,20.0,3.75,6.82,0.36,21,Krishnagiri_Taluk_5
Krishnagiri,flat,1189,1189.0,2,2,0,5753226.67,12.85684,78.88581,freehold,8.97,8.27,11.16,0.19,33,Krishnagiri_Taluk_9
Krishnagiri,flat,3403,3403.0,4,5,12,17394871.28,11.66835,79.63085,leasehold,13.32,8.87,6.09,0.23,47,Krishnagiri_Taluk_8
Krishnagiri,commercial,2173,5233.65,2,1,10,12381455.33,12.02372,76.72755,freehold,8.08,7.25,5.4,0.33,48,Krishnagiri_Taluk_9
Krishnagiri,flat,2489,2489.0,4,3,42,7212609.13,12.13074,79.40901,freehold,20.07,8.23,15.38,0.31,51,Krishnagiri_Taluk_4
Krishnagiri,flat,3887,3887.0,5,5,31,16190236.75,12.66822,77.51435,freehold,9.29,6.49,14.56,0.18,26,Krishnagiri_Taluk_2
Krishnagiri,flat,1069,1069.0,2,3,6,5370114.1,10.29168,76.93152,freehold,7.92,5.13,25.45,0.22,18,Krishnagiri_Taluk_10
Krishnagiri,commercial,739,1315.08,1,2,35,2418994.71,13.45298,78.10367,leasehold,8.81,5.48,15.97,0.2,27,Krishnagiri_Taluk_5
Krishnagiri,flat,3163,3163.0,4,5,38,10624297.23,8.25737,79.50075,freehold,2.69,4.94,10.77,0.38,14,Krishnagiri_Taluk_5
Krishnagiri,commercial,1183,2596.84,1,2,36,4830928.82,8.39877,79.90672,freehold,18.77,1.32,19.38,0.25,31,Krishnagiri_Taluk_1
Krishnagiri,commercial,3021,7115.91,4,3,32,12977837.8,11.72703,79.86573,freehold,12.12,1.04,5.28,0.52,19,Krishnagiri_Taluk_2
Krishnagiri,flat,3367,3367.0,5,4,3,19643777.43,8.70443,79.29103,leasehold,4.86,9.0,16.05,0.36,57,Krishnagiri_Taluk_3
Krishnagiri,plot,2992,5370.73,4,5,8,15780545.37,8.58734,78.77932,freehold,21.62,5.29,29.86,0.26,30,Krishnagiri_Taluk_10
Krishnagiri,commercial,2840,6328.03,4,5,14,16134726.37,12.11738,80.0549,freehold,18.26,2.03,17.96,0.15,32,Krishnagiri_Taluk_10
Krishnagiri,plot,1494,2562.61,2,3,43,4673226.67,9.47325,78.74003,freehold,21.0,6.15,29.98,0.29,58,Krishnagiri_Taluk_4
Krishnagiri,plot,624,1163.16,1,1,36,2058112.67,10.66421,77.43612,freehold,19.92,9.15,29.38,0.49,45,Krishnagiri_Taluk_2
Krishnagiri,plot,3204,5656.05,4,4,35,10003107.37,10.08579,77.67105,freehold,21.82,6.72,9.12,0.55,25,Krishnagiri_Taluk_3
Krishnagiri,house,1218,2517.55,2,2,41,3308769.25,12.35953,77.41077,freehold,8.16,6.29,8.46,0.25,10,Krishnagiri_Taluk_1
Krishnagiri,house,676,1249.84,1,2,3,3364908.59,9.37646,78.18113,freehold,10.3,8.01,28.53,0.58,55,Krishnagiri_Taluk_6
Krishnagiri,plot,944,1157.67,2,3,9,4459072.83,12.54262,77.39475,freehold,10.26,3.85,16.68,0.55,58,Krishnagiri_Taluk_5
Krishnagiri,plot,939,2189.05,1,2,47,2466360.89,12.2404,78.0439,freehold,4.13,1.89,19.5,0.53,37,Krishnagiri_Taluk_8
Krishnagiri,commercial,2233,4760.13,3,4,30,9748807.97,13.10308,77.76434,freehold,23.97,8.42,19.12,0.56,59,Krishnagiri_Taluk_8
Krishnagiri,flat,3156,3156.0,4,4,30,10162019.22,11.8718,78.42407,freehold,19.99,5.29,8.27,0.4,13,Krishnagiri_Taluk_2
Madurai,plot,2803,4861.99,4,4,24,12887063.81,8.24769,76.69798,freehold,20.33,1.64,4.67,0.42,19,Madurai_Taluk_9
Madurai,house,3309,5496.01,5,5,49,10974415.56,11.4928,77.69214,freehold,5.33,0.58,3.45,0.18,17,Madurai_Taluk_3
Madurai,flat,831,831.0,2,1,14,4192613.69,12.67359,79.10586,freehold,23.0,1.83,0.95,0.26,56,Madurai_Taluk_9
Madurai,flat,1589,1589.0,1,2,42,6300531.91,9.50767,79.11237,freehold,22.91,0.5,0.78,0.5,35,Madurai_Taluk_8
Madurai,house,2349,3947.01,2,2,50,7703522.81,9.0822,79.83028,leasehold,8.09,1.11,2.13,0.54,13,Madurai_Taluk_4
Madurai,house,3049,7401.0,3,4,16,15995369.94,13.08481,78.95901,freehold,15.26,0.39,2.64,0.55,25,Madurai_Taluk_4
Madurai,flat,3885,3885.0,4,5,6,18013576.05,9.51363,79.73696,freehold,22.77,1.92,0.57,0.41,50,Madurai_Taluk_8
Madurai,plot,2470,3233.11,3,2,24,9689263.63,13.27338,77.14647,freehold,14.66,1.92,2.61,0.11,22,Madurai_Taluk_10
Madurai,commercial,3246,7085.05,4,4,33,14349957.07,13.11274,79.64358,freehold,11.15,0.55,1.12,0.21,49,Madurai_Taluk_9
Madurai,flat,2825,2825.0,4,3,40,8137144.66,13.20868,79.59097,freehold,2.34,1.16,4.3,0.47,56,Madurai_Taluk_4
Madurai,flat,1242,1242.0,2,2,11,6124800.63,10.42907,77.2851,freehold,4.16,1.12,2.41,0.51,12,Madurai_Taluk_7
Madurai,commercial,1708,2310.1,3,4,13,8655045.47,12.3793,76.60934,leasehold,22.46,1.65,0.22,0.22,27,Madurai_Taluk_4
Madurai,flat,1837,1837.0,2,3,18,9948506.63,10.09604,79.10021,freehold,15.91,1.57,3.87,0.11,31,Madurai_Taluk_8
Madurai,plot,1888,4652.33,3,2,13,10822505.27,10.2468,77.30643,freehold,12.34,0.95,4.89,0.31,20,Madurai_Taluk_3
Madurai,plot,1699,2042.67,2,1,46,5125225.95,11.1078,76.69803,leasehold,19.0,1.41,2.75,0.34,47,Madurai_Taluk_10
Madurai,house,1470,1628.03,2,3,20,7745990.9,10.82453,77.94756,leasehold,22.01,1.19,3.35,0.44,13,Madurai_Taluk_6
Madurai,house,1499,2867.11,1,1,47,4874521.86,9.50557,78.41424,leasehold,8.35,0.37,2.25,0.54,28,Madurai_Taluk_3
Madurai,house,2535,3914.66,3,2,12,10896874.01,10.96429,77.03882,freehold,14.45,0.89,3.83,0.12,22,Madurai_Taluk_3
Madurai,commercial,2136,4956.27,2,2,47,5524178.19,12.60794,79.34173,leasehold,14.37,1.57,0.86,0.24,22,Madurai_Taluk_3
Madurai,plot,3405,6209.91,4,5,47,11656923.2,10.45319,77.12694,freehold,6.45,1.84,0.65,0.35,21,Madurai_Taluk_5
Madurai,commercial,995,1168.64,2,2,15,4785800.29,8.90255,77.37347,freehold,7.67,0.88,2.64,0.23,42,Madurai_Taluk_3
Madurai,commercial,2221,2803.87,2,3,17,9979022.32,12.93395,78.38066,freehold,3.6,1.72,1.94,0.59,24,Madurai_Taluk_8
Madurai,commercial,3670,6388.97,4,4,45,12122737.29,8.70745,79.2351,freehold,16.24,1.73,1.6,0.27,38,Madurai_Taluk_9
Madurai,plot,3182,4304.98,4,3,23,11913448.58,9.00879,78.4332,freehold,5.26,1.17,4.69,0.55,55,Madurai_Taluk_4
Madurai,flat,2520,2520.0,4,3,22,13059179.4,11.25116,80.19218,freehold,1.49,1.65,1.97,0.39,54,Madurai_Taluk_10
Madurai,house,3075,4442.21,3,4,0,16265665.91,10.7898,76.85836,freehold,2.54,1.87,2.98,0.24,50,Madurai_Taluk_7
Madurai,commercial,737,1196.14,1,1,48,2500140.1,13.1174,76.90307,freehold,6.29,1.39,2.08,0.11,14,Madurai_Taluk_2
Madurai,commercial,2530,4391.26,3,2,14,12866338.82,13.25809,78.75798,freehold,0.51,0.63,1.2,0.58,12,Madurai_Taluk_8
Madurai,commercial,728,1131.95,1,1,38,2739164.71,12.05034,79.29041,leasehold,17.87,0.24,0.37,0.38,22,Madurai_Taluk_10
Madurai,house,1323,2939.95,1,2,16,6612117.28,9.62795,79.53296,freehold,20.51,1.93,4.0,0.37,49,Madurai_Taluk_4
Madurai,commercial,1020,1254.16,1,2,43,3994795.69,9.47789,77.4123,freehold,9.9,0.47,3.4,0.3,19,Madurai_Taluk_10
Madurai,flat,1779,1779.0,3,3,40,6132034.87,8.97988,79.46207,freehold,21.65,1.85,4.98,0.48,57,Madurai_Taluk_1
Madurai,house,628,953.28,1,1,11,3373098.55,12.42594,79.29638,leasehold,12.89,0.23,4.68,0.55,34,Madurai_Taluk_3
Madurai,flat,3826,3826.0,5,4,13,17361414.75,10.03884,76.86522,freehold,12.43,1.78,2.73,0.2,44,Madurai_Taluk_10
Madurai,commercial,546,964.79,1,1,29,1951592.89,11.14051,78.10767,freehold,20.17,0.64,4.52,0.51,34,Madurai_Taluk_8
Madurai,flat,1823,1823.0,2,2,46,6121436.64,10.44417,78.11886,freehold,19.57,0.44,3.08,0.27,28,Madurai_Taluk_10
Madurai,flat,471,471.0,1,1,26,2350517.39,11.5971,79.21181,leasehold,13.28,0.22,0.29,0.36,23,Madurai_Taluk_8
Madurai,house,3918,5904.36,4,4,28,14578351.25,10.46172,79.94739,freehold,14.56,1.35,2.87,0.17,26,Madurai_Taluk_9
Madurai,plot,3574,8142.12,4,5,12,18268434.39,10.9247,77.62283,freehold,16.38,0.23,3.34,0.14,31,Madurai_Taluk_3
Madurai,house,1438,2609.84,2,1,26,5291957.37,10.3303,78.26569,freehold,23.12,1.44,0.81,0.51,53,Madurai_Taluk_1
Madurai,plot,2254,4327.22,2,2,28,7907731.55,12.25069,76.56182,freehold,6.3,1.8,0.24,0.33,23,Madurai_Taluk_6
Madurai,commercial,3387,3940.31,4,4,19,14936238.68,10.34776,79.17664,freehold,12.41,1.4,2.73,0.46,48,Madurai_Taluk_3
Madurai,plot,3115,4915.06,4,3,2,17237806.73,13.0578,79.57802,freehold,5.19,1.13,4.56,0.14,13,Madurai_Taluk_8
Madurai,plot,2174,5044.25,2,3,41,8041160.15,8.67419,78.53063,freehold,3.28,1.59,2.56,0.16,31,Madurai_Taluk_10
Madurai,commercial,2343,4086.73,2,2,25,10198815.42,10.28749,78.99932,freehold,2.23,0.7,1.76,0.46,52,Madurai_Taluk_3
Madurai,plot,2913,6020.96,3,3,25,13014742.81,13.30096,79.06539,freehold,13.42,1.58,0.22,0.14,52,Madurai_Taluk_5
Madurai,house,2760,3773.26,3,2,30,11980790.44,12.50623,79.14492,freehold,3.59,1.9,0.84,0.11,40,Madurai_Taluk_3
Madurai,flat,579,579.0,1,1,34,2334868.83,11.6086,78.156,freehold,22.33,1.11,0.57,0.5,41,Madurai_Taluk_8
Madurai,house,3907,5943.66,4,3,27,19463793.68,10.6025,78.30116,freehold,22.31,0.69,4.15,0.18,52,Madurai_Taluk_4
Madurai,commercial,781,1912.99,1,1,8,4321258.08,10.64604,79.76723,freehold,18.38,0.94,3.22,0.2,18,Madurai_Taluk_3
Madurai,commercial,2415,2828.67,3,2,5,14652096.02,8.14252,78.89556,freehold,7.26,1.83,4.13,0.59,28,Madurai_Taluk_10
Madurai,plot,548,631.2,1,1,18,2244262.58,10.25827,78.45075,freehold,24.07,1.37,2.39,0.57,45,Madurai_Taluk_8
Madurai,flat,2425,2425.0,3,2,3,13290144.83,11.95717,78.50757,freehold,19.61,1.59,1.29,0.26,40,Madurai_Taluk_8
Madurai,plot,2770,6509.58,3,3,24,12307445.39,10.35254,78.29868,freehold,15.32,1.21,2.53,0.57,10,Madurai_Taluk_2
Madurai,commercial,1612,3347.35,3,4,2,9369265.29,8.21236,77.59444,freehold,3.71,1.58,4.68,0.27,59,Madurai_Taluk_6
Madurai,flat,3810,3810.0,5,6,25,18970153.39,11.27336,79.1029,leasehold,2.53,1.85,1.61,0.53,14,Madurai_Taluk_4
Madurai,flat,1286,1286.0,1,2,18,5898873.73,12.86914,79.24738,freehold,19.97,1.02,1.02,0.31,57,Madurai_Taluk_8
Madurai,commercial,3580,7946.37,5,5,37,14525692.46,12.66047,78.863,freehold,3.04,0.39,0.69,0.47,16,Madurai_Taluk_6
Madurai,flat,1386,1386.0,1,1,14,6317118.4,9.03577,77.09399,freehold,3.72,0.74,4.5,0.5,33,Madurai_Taluk_8
Madurai,plot,1644,2348.63,2,2,3,9551648.27,11.10688,80.29719,freehold,8.91,1.21,0.55,0.23,48,Madurai_Taluk_8
Madurai,flat,523,523.0,1,1,30,2036014.63,12.57092,79.89894,freehold,4.0,1.45,0.99,0.13,34,Madurai_Taluk_3
Madurai,house,1310,2573.61,2,2,47,3495327.04,8.75172,77.35156,freehold,13.53,0.71,0.43,0.27,36,Madurai_Taluk_7
Madurai,house,2614,5693.64,3,4,25,10075379.76,11.10792,79.90601,leasehold,8.4,0.99,4.2,0.54,55,Madurai_Taluk_6
Madurai,house,2405,5023.97,3,3,16,9873117.54,13.10381,78.16374,freehold,1.58,1.5,2.33,0.52,20,Madurai_Taluk_10
Madurai,house,2906,6376.67,4,3,5,13198224.92,11.39214,79.76187,freehold,20.24,0.34,1.12,0.38,59,Madurai_Taluk_2
Madurai,house,2435,3247.96,4,5,4,11799970.19,8.73752,77.28047,freehold,3.52,0.47,0.34,0.46,19,Madurai_Taluk_9
Madurai,commercial,897,1906.64,1,1,20,3574204.5,8.63619,78.95895,freehold,19.08,1.29,2.94,0.17,35,Madurai_Taluk_8
Madurai,commercial,860,2113.44,1,1,36,2873859.09,12.25378,76.52503,freehold,12.85,1.18,1.56,0.34,56,Madurai_Taluk_4
Madurai,flat,455,455.0,1,1,23,1732687.52,8.56026,77.91526,freehold,3.1,1.09,0.97,0.28,51,Madurai_Taluk_5
Madurai,flat,2496,2496.0,3,4,28,12278912.13,12.16731,78.51267,freehold,20.14,1.33,1.61,0.17,26,Madurai_Taluk_4
Madurai,commercial,1984,4732.29,3,3,2,12242432.55,12.94955,80.11699,freehold,12.26,0.92,0.93,0.44,51,Madurai_Taluk_7
Madurai,commercial,3742,4878.89,4,5,19,14915563.14,8.15372,79.56374,leasehold,24.74,0.27,3.34,0.14,10,Madurai_Taluk_1
Madurai,commercial,487,1205.19,1,1,21,2029053.56,8.98735,76.73358,freehold,15.39,0.92,1.2,0.43,36,Madurai_Taluk_6
Madurai,house,613,1513.39,1,1,30,2223470.15,13.39225,79.53647,leasehold,14.55,0.59,4.34,0.59,54,Madurai_Taluk_3
Madurai,commercial,1604,3753.51,2,2,20,6771616.22,11.88427,79.81948,freehold,1.72,0.68,3.34,0.26,40,Madurai_Taluk_7
Mayiladuthurai,house,511,1153.74,1,1,16,4638407.41,12.96113,78.81952,freehold,7.06,5.09,16.77,0.3,52,Mayiladuthurai_Taluk_6
Mayiladuthurai,commercial,1279,2655.79,1,2,36,9271871.72,12.89344,79.46994,freehold,0.83,2.46,29.62,0.2,45,Mayiladuthurai_Taluk_4
Mayiladuthurai,house,546,628.86,1,1,44,3548227.52,9.90626,79.25537,freehold,17.8,3.11,11.74,0.16,53,Mayiladuthurai_Taluk_5
Mayiladuthurai,plot,3315,4638.44,4,3,1,35047518.83,10.86303,77.68656,freehold,9.64,5.44,19.48,0.42,25,Mayiladuthurai_Taluk_9
Mayiladuthurai,house,1311,3076.19,1,1,41,8723570.82,11.01564,77.48302,freehold,2.94,6.44,8.02,0.25,48,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,3943,8378.01,4,4,12,38530110.49,12.64455,77.48707,freehold,2.69,4.88,9.37,0.16,27,Mayiladuthurai_Taluk_7
Mayiladuthurai,commercial,3020,4581.78,3,3,49,17284319.67,12.07904,78.22196,leasehold,7.43,9.05,5.61,0.5,16,Mayiladuthurai_Taluk_2
Mayiladuthurai,flat,3343,3343.0,4,3,47,21209229.23,9.99182,77.58123,freehold,13.65,3.5,6.54,0.46,28,Mayiladuthurai_Taluk_10
Mayiladuthurai,commercial,2272,4152.16,2,2,5,24818772.57,9.43722,77.74582,freehold,7.88,6.63,8.76,0.51,14,Mayiladuthurai_Taluk_3
Mayiladuthurai,commercial,2682,3318.12,4,5,35,18723118.73,11.94286,79.64806,freehold,8.65,1.64,7.24,0.13,13,Mayiladuthurai_Taluk_6
Mayiladuthurai,commercial,710,994.5,1,1,20,5676310.83,8.52159,79.07193,freehold,17.35,8.78,12.47,0.38,58,Mayiladuthurai_Taluk_3
Mayiladuthurai,plot,2747,5268.82,4,4,39,17657015.87,11.53689,80.28674,freehold,5.11,6.88,8.71,0.57,13,Mayiladuthurai_Taluk_7
Mayiladuthurai,flat,990,990.0,1,2,9,10267884.62,8.87947,76.98307,freehold,16.81,3.58,16.5,0.16,40,Mayiladuthurai_Taluk_7
Mayiladuthurai,house,1994,4132.08,3,2,2,21176634.39,10.55933,76.62391,freehold,21.59,1.05,5.88,0.38,38,Mayiladuthurai_Taluk_9
Mayiladuthurai,commercial,3337,4186.17,5,4,13,34109351.09,10.09576,77.60044,freehold,23.91,7.95,26.06,0.16,50,Mayiladuthurai_Taluk_2
Mayiladuthurai,plot,3110,4741.39,4,3,36,18422975.46,10.724,79.50657,freehold,13.64,4.93,11.7,0.39,33,Mayiladuthurai_Taluk_5
Mayiladuthurai,plot,3738,8764.41,4,3,46,20060635.88,9.26414,79.61268,freehold,24.6,9.65,13.01,0.16,55,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,3237,7505.3,5,4,13,34715735.73,10.35491,78.67762,freehold,14.16,8.82,25.86,0.55,47,Mayiladuthurai_Taluk_6
Mayiladuthurai,commercial,1846,4187.18,2,1,28,13445410.44,12.60189,77.00468,freehold,8.06,1.18,19.56,0.42,42,Mayiladuthurai_Taluk_7
Mayiladuthurai,commercial,3164,4140.33,4,4,23,21563595.27,12.03047,76.8394,freehold,21.85,5.02,13.57,0.41,43,Mayiladuthurai_Taluk_8
Mayiladuthurai,flat,3904,3904.0,5,6,22,35334285.86,12.96132,77.78819,freehold,6.62,8.9,25.33,0.44,12,Mayiladuthurai_Taluk_7
Mayiladuthurai,plot,3020,6052.94,4,5,23,28277228.53,12.77615,79.18739,freehold,17.49,2.53,11.79,0.5,41,Mayiladuthurai_Taluk_8
Mayiladuthurai,house,2759,5522.08,3,4,32,22752087.62,8.55982,80.12964,freehold,5.71,7.02,18.57,0.48,43,Mayiladuthurai_Taluk_5
Mayiladuthurai,flat,3412,3412.0,4,3,4,38980704.92,12.15302,78.41003,freehold,6.02,7.13,11.34,0.43,35,Mayiladuthurai_Taluk_10
Mayiladuthurai,flat,1584,1584.0,1,1,44,7885234.99,13.29683,77.54486,freehold,3.27,6.49,25.51,0.51,51,Mayiladuthurai_Taluk_9
Mayiladuthurai,commercial,411,500.81,1,1,8,3411263.75,10.98114,77.71764,freehold,9.55,5.55,19.01,0.35,33,Mayiladuthurai_Taluk_10
Mayiladuthurai,plot,3293,5637.04,4,5,33,24469863.2,10.34066,79.76666,freehold,13.92,6.76,11.49,0.23,30,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,2082,3869.38,2,3,21,17694007.44,9.6409,77.19414,freehold,21.09,7.31,24.73,0.18,29,Mayiladuthurai_Taluk_2
Mayiladuthurai,flat,1495,1495.0,2,1,8,13678230.37,8.41813,80.15227,freehold,21.93,7.95,15.45,0.46,50,Mayiladuthurai_Taluk_7
Mayiladuthurai,commercial,2937,3636.72,3,3,16,29235677.91,8.86929,79.89344,freehold,6.69,8.47,22.6,0.57,27,Mayiladuthurai_Taluk_5
Mayiladuthurai,house,1577,2181.91,2,1,30,10817631.83,12.16152,78.72691,freehold,17.05,5.88,10.83,0.48,35,Mayiladuthurai_Taluk_2
Mayiladuthurai,house,2415,3566.96,4,4,34,17961239.78,9.81902,78.60186,freehold,9.06,3.63,14.81,0.11,20,Mayiladuthurai_Taluk_7
Mayiladuthurai,house,2791,4121.81,4,3,37,20517779.34,13.30276,79.06537,freehold,2.8,9.56,20.56,0.38,42,Mayiladuthurai_Taluk_4
Mayiladuthurai,plot,3481,6598.39,5,5,3,37388573.49,10.5083,79.71586,freehold,18.0,9.25,22.64,0.49,57,Mayiladuthurai_Taluk_3
Mayiladuthurai,plot,3108,5770.36,4,3,8,26509455.26,9.00822,77.43161,leasehold,13.6,7.08,15.44,0.58,27,Mayiladuthurai_Taluk_3
Mayiladuthurai,commercial,2060,2386.53,2,1,0,21710809.78,12.48828,80.15223,freehold,23.63,1.43,26.25,0.43,58,Mayiladuthurai_Taluk_9
Mayiladuthurai,house,3297,3904.46,4,5,7,27127306.16,13.07778,77.53855,freehold,24.94,3.53,21.7,0.44,27,Mayiladuthurai_Taluk_3
Mayiladuthurai,flat,1089,1089.0,1,2,32,9166178.97,11.25986,78.43925,freehold,21.1,8.63,24.29,0.47,56,Mayiladuthurai_Taluk_6
Mayiladuthurai,house,3509,5336.82,4,5,13,30608109.86,10.23465,76.96731,freehold,4.88,9.12,14.93,0.38,25,Mayiladuthurai_Taluk_10
Mayiladuthurai,commercial,3267,4558.09,4,3,36,26345346.87,10.82603,79.54781,leasehold,11.23,8.75,19.15,0.57,50,Mayiladuthurai_Taluk_5
Mayiladuthurai,commercial,2162,3204.56,2,1,21,19378762.39,11.6763,77.72223,freehold,22.3,4.96,27.53,0.58,48,Mayiladuthurai_Taluk_5
Mayiladuthurai,house,2035,4842.54,2,1,33,16727104.01,8.82212,80.00458,freehold,21.03,8.95,28.05,0.1,59,Mayiladuthurai_Taluk_6
Mayiladuthurai,flat,2684,2684.0,3,4,26,17665950.57,10.33108,79.90202,freehold,11.53,3.99,15.96,0.48,46,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,716,1576.79,1,1,22,5177139.77,11.60513,76.79459,freehold,12.35,7.17,24.48,0.52,59,Mayiladuthurai_Taluk_9
Mayiladuthurai,house,3204,5107.79,4,4,42,22259998.51,12.48902,79.64437,freehold,18.93,7.78,22.91,0.19,22,Mayiladuthurai_Taluk_8
Mayiladuthurai,house,2542,4442.83,3,2,6,27817520.39,13.15574,78.1894,freehold,21.12,3.69,12.91,0.11,15,Mayiladuthurai_Taluk_1
Mayiladuthurai,plot,488,667.64,1,1,1,5831427.04,12.50792,78.8759,freehold,10.67,7.88,9.37,0.21,56,Mayiladuthurai_Taluk_5
Mayiladuthurai,plot,1021,1175.7,2,3,17,9174159.25,10.76132,79.17538,freehold,14.66,7.74,29.12,0.1,22,Mayiladuthurai_Taluk_8
Mayiladuthurai,house,1168,2707.29,1,2,2,12446542.36,11.17315,78.37724,freehold,15.57,5.34,7.34,0.43,48,Mayiladuthurai_Taluk_7
Mayiladuthurai,flat,1249,1249.0,1,2,48,7293332.3,8.45295,76.98734,freehold,18.12,6.13,23.46,0.23,40,Mayiladuthurai_Taluk_10
Mayiladuthurai,flat,1570,1570.0,1,2,14,12553164.1,12.85742,79.26982,freehold,11.82,8.6,27.44,0.52,42,Mayiladuthurai_Taluk_10
Mayiladuthurai,plot,2531,5196.02,3,2,4,28520258.2,12.86875,76.50743,freehold,16.3,4.2,6.23,0.44,28,Mayiladuthurai_Taluk_1
Mayiladuthurai,plot,1086,1852.25,2,2,18,7892779.15,13.47357,77.54134,freehold,2.75,3.94,15.93,0.33,55,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,3269,7640.71,5,6,36,19596505.35,9.31256,77.55615,freehold,17.53,2.28,20.99,0.32,59,Mayiladuthurai_Taluk_6
Mayiladuthurai,commercial,1547,2123.18,1,1,39,8710030.01,8.54177,78.67291,freehold,14.39,9.36,6.37,0.47,20,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,3168,7551.86,3,4,42,21968045.94,9.16313,77.75105,freehold,4.9,9.64,14.63,0.41,11,Mayiladuthurai_Taluk_7
Mayiladuthurai,commercial,2783,4744.26,3,3,20,24092372.42,8.22973,79.52944,leasehold,18.31,6.22,9.06,0.52,53,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,3956,6974.46,5,5,30,27634944.32,13.27753,79.66357,freehold,11.85,6.39,9.28,0.36,53,Mayiladuthurai_Taluk_4
Mayiladuthurai,house,1612,3523.91,3,3,0,14998412.11,11.44566,79.40357,freehold,11.42,8.34,27.23,0.39,47,Mayiladuthurai_Taluk_4
Mayiladuthurai,house,1840,4385.46,3,2,45,9943989.04,10.13793,79.88232,freehold,22.1,9.03,9.91,0.49,24,Mayiladuthurai_Taluk_2
Mayiladuthurai,commercial,2903,3415.97,3,4,42,19516784.76,11.39799,78.14099,freehold,16.66,6.62,12.06,0.13,22,Mayiladuthurai_Taluk_1
Mayiladuthurai,plot,702,1607.51,1,1,28,6144597.9,10.26909,78.84575,freehold,7.81,9.31,10.75,0.53,19,Mayiladuthurai_Taluk_1
Mayiladuthurai,house,2914,5055.14,3,4,45,19730796.1,10.60673,78.1268,freehold,13.2,5.1,5.77,0.15,34,Mayiladuthurai_Taluk_10
Mayiladuthurai,commercial,3131,5711.25,4,5,39,19002978.93,11.27419,76.91043,freehold,10.29,8.67,17.51,0.46,30,Mayiladuthurai_Taluk_1
Mayiladuthurai,flat,1168,1168.0,1,2,32,8322631.34,12.9836,76.97873,freehold,16.48,7.54,5.02,0.28,15,Mayiladuthurai_Taluk_10
Mayiladuthurai,commercial,1877,2553.27,2,1,43,10197036.49,8.84343,76.66747,freehold,7.1,8.21,16.35,0.39,51,Mayiladuthurai_Taluk_8
Mayiladuthurai,plot,3292,5055.4,4,3,36,26707593.05,12.8802,79.44688,freehold,6.57,5.56,26.11,0.25,35,Mayiladuthurai_Taluk_9
Mayiladuthurai,plot,3848,6219.76,4,3,50,17711458.26,8.14364,78.72847,freehold,11.07,3.07,17.9,0.13,11,Mayiladuthurai_Taluk_6
Mayiladuthurai,house,3824,6465.95,4,3,42,24437527.75,9.1552,77.26141,leasehold,9.18,4.43,15.3,0.49,51,Mayiladuthurai_Taluk_9
Mayiladuthurai,flat,965,965.0,1,2,29,8521386.79,11.70644,79.14017,leasehold,5.01,4.93,14.81,0.4,57,Mayiladuthurai_Taluk_6
Mayiladuthurai,plot,559,1097.06,1,1,30,3759486.18,10.36095,77.11666,freehold,21.98,2.42,16.39,0.49,46,Mayiladuthurai_Taluk_6
Mayiladuthurai,commercial,3557,5005.3,5,4,13,32212670.92,8.11996,77.3475,freehold,6.3,7.57,8.29,0.41,56,Mayiladuthurai_Taluk_1
Mayiladuthurai,commercial,1116,2375.32,2,3,15,8472370.65,13.24398,77.75976,freehold,22.86,2.07,21.14,0.2,16,Mayiladuthurai_Taluk_4
Mayiladuthurai,house,2718,4370.39,4,5,42,14708357.73,8.49815,76.61407,freehold,14.49,4.67,21.54,0.25,52,Mayiladuthurai_Taluk_3
Mayiladuthurai,plot,2950,3426.33,4,5,15,22211127.19,8.2603,77.25173,freehold,14.58,4.62,14.37,0.54,53,Mayiladuthurai_Taluk_4
Nagapattinam,plot,601,1374.22,1,1,3,1176098.79,9.42821,77.24475,freehold,0.71,8.55,5.8,0.7,50,Nagapattinam_Taluk_3
Nagapattinam,house,3767,8528.58,4,3,1,9004878.86,8.84112,78.9885,leasehold,0.88,4.92,10.61,0.74,15,Nagapattinam_Taluk_2
Nagapattinam,plot,565,982.36,1,2,25,917752.59,10.09606,77.91493,freehold,22.25,1.94,25.57,0.81,25,Nagapattinam_Taluk_4
Nagapattinam,commercial,1630,3797.48,2,2,46,1860147.03,8.45304,77.04884,leasehold,14.49,8.43,11.88,0.92,44,Nagapattinam_Taluk_10
Nagapattinam,commercial,1596,3307.06,2,3,27,2835962.81,9.81694,78.13225,freehold,24.58,4.59,15.39,0.97,44,Nagapattinam_Taluk_4
